src_activity_id,employee_src_id,activity_type_code,activity_type_name,activity_group,activity_status,detected_at,valid_from,valid_to,comment_text,source_system,load_dttm,batch_id
NWA-0000119,E02552,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-10-31 17:22:53,2024-10-31,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000120,E00197,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-11-27 12:23:23,2024-11-27,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000121,E01174,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-01-09 19:42:03,2024-01-09,2024-03-08,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000122,E02174,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-09-10 19:22:42,2024-09-10,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000123,E01403,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-11-21 15:39:42,2024-11-21,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000124,E00819,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-03-28 03:54:20,2024-03-28,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000125,E01988,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-11-02 15:15:22,2024-11-02,2024-12-05,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000126,E01973,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-08-27 08:14:29,2024-08-27,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000127,E00208,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-09-28 14:55:12,2024-09-28,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000128,E01921,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-08-09 16:54:23,2024-08-09,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000129,E01494,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-12-11 22:26:54,2024-12-11,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000130,E00298,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-07-25 20:14:36,2024-07-25,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000131,E00106,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-12-24 14:51:34,2024-12-24,2025-03-14,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000132,E00178,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-07-01 21:15:04,2024-07-01,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000133,E00683,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-09-19 14:11:10,2024-09-19,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000134,E01712,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-07-22 04:10:01,2024-07-22,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000135,E02412,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-09-13 14:12:41,2024-09-13,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000136,E00199,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-01-16 00:47:59,2024-01-16,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000137,E00900,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-04-30 07:02:06,2024-04-30,2024-07-19,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000138,E00198,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-10-30 18:02:35,2024-10-30,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000139,E00247,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-08-19 03:25:18,2024-08-19,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000140,E00259,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-11-21 07:08:48,2024-11-21,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000141,E00075,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-11-06 11:18:18,2024-11-06,2024-11-19,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000142,E02390,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-10-02 14:10:08,2024-10-02,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000143,E00181,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-02-25 11:31:13,2024-02-25,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000144,E00218,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-11-01 08:47:59,2024-11-01,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000145,E00275,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-01-07 03:13:39,2024-01-07,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000146,E02146,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-06-30 20:39:57,2024-06-30,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000147,E00644,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-11-28 00:01:37,2024-11-28,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000148,E00099,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-12-28 09:12:06,2024-12-28,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000149,E00124,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-08-10 04:31:44,2024-08-10,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000150,E00066,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-12-24 18:28:42,2024-12-24,2025-02-26,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000151,E00913,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-09-24 08:22:46,2024-09-24,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000152,E00258,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-04-07 22:38:26,2024-04-07,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000153,E00908,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-11-21 15:27:54,2024-11-21,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000154,E00295,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-02-15 07:53:43,2024-02-15,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000155,E00258,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-05-03 06:18:00,2024-05-03,2024-07-06,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000156,E01590,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-03-09 20:15:36,2024-03-09,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000157,E00244,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-08-04 14:59:51,2024-08-04,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000158,E00089,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-11-30 08:35:01,2024-11-30,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000159,E00088,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-10-09 08:12:05,2024-10-09,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000160,E00213,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-10-15 19:51:58,2024-10-15,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000161,E01564,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-06-03 05:59:12,2024-06-03,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000162,E00039,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-07-27 23:37:54,2024-07-27,2024-09-02,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000163,E01385,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-02-21 08:03:41,2024-02-21,2024-04-08,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000164,E02590,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-07-24 00:11:22,2024-07-24,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000165,E02951,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-04-02 09:03:39,2024-04-02,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000166,E00129,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-01-15 22:17:20,2024-01-15,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000167,E00240,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-07-18 05:10:08,2024-07-18,2024-09-01,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000168,E01303,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-10-04 05:19:27,2024-10-04,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000169,E01193,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-08-16 05:10:01,2024-08-16,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000170,E00200,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-07-06 21:09:28,2024-07-06,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000171,E00190,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-04-13 04:25:51,2024-04-13,2024-05-08,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000172,E00109,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-01-31 22:45:01,2024-01-31,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000173,E00049,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-10-17 23:12:46,2024-10-17,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000174,E00100,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-05-06 12:42:44,2024-05-06,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000175,E02946,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-12-09 16:35:28,2024-12-09,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000176,E02234,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-06-23 02:45:35,2024-06-23,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000177,E00488,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-06-22 20:45:49,2024-06-22,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000178,E01457,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-01-26 20:19:58,2024-01-26,2024-02-14,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000179,E02968,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-05-10 18:23:16,2024-05-10,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000180,E01573,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-02-22 09:50:30,2024-02-22,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000181,E00576,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-11-13 07:31:15,2024-11-13,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000182,E01478,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-12-01 09:16:13,2024-12-01,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0000183,E01525,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-06-19 05:45:32,2024-06-19,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
