src_absence_event_id,employee_src_id,absence_type_code,absence_type_name,absence_reason_group,start_date,end_date,duration_days,approved_flag,source_system,load_dttm,batch_id
ABS-0000169,E00122,DAY_OFF,Отгул,WORKLOAD,2024-11-14,2024-11-24,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000170,E00123,VACATION,Ежегодный отпуск,PLANNED,2024-05-30,2024-06-07,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000171,E00123,VACATION,Ежегодный отпуск,PLANNED,2024-07-16,2024-08-03,19,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000172,E00124,VACATION,Ежегодный отпуск,PLANNED,2024-10-09,2024-10-20,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000173,E00125,DAY_OFF,Отгул,WORKLOAD,2024-10-05,2024-10-10,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000174,E00126,DAY_OFF,Отгул,WORKLOAD,2024-06-22,2024-06-23,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000175,E00127,SICK_LEAVE,Больничный,HEALTH,2024-10-02,2024-10-06,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000176,E00127,DAY_OFF,Отгул,WORKLOAD,2024-08-24,2024-08-26,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000177,E00127,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-05-03,2024-05-05,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000178,E00128,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-04-25,2024-05-05,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000179,E00128,VACATION,Ежегодный отпуск,PLANNED,2024-08-29,2024-09-11,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000180,E00129,SICK_LEAVE,Больничный,HEALTH,2024-03-29,2024-04-01,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000181,E00129,SICK_LEAVE,Больничный,HEALTH,2024-10-16,2024-10-24,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000182,E00130,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-22,2024-10-04,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000183,E00130,DAY_OFF,Отгул,WORKLOAD,2024-02-26,2024-03-03,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000184,E00131,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-27,2024-07-31,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000185,E00131,SICK_LEAVE,Больничный,HEALTH,2024-06-29,2024-07-10,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000186,E00134,DAY_OFF,Отгул,WORKLOAD,2024-05-25,2024-06-03,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000187,E00134,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-14,2024-07-23,10,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000188,E00134,SICK_LEAVE,Больничный,HEALTH,2024-09-09,2024-09-10,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000189,E00136,VACATION,Ежегодный отпуск,PLANNED,2024-07-26,2024-08-10,16,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000190,E00136,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-14,2024-11-18,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000191,E00136,SICK_LEAVE,Больничный,HEALTH,2024-04-26,2024-05-07,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000192,E00136,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-24,2024-07-31,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000193,E00137,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-05-27,2024-06-08,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000194,E00137,VACATION,Ежегодный отпуск,PLANNED,2024-04-17,2024-05-05,19,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000195,E00138,SICK_LEAVE,Больничный,HEALTH,2024-08-18,2024-08-23,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000196,E00138,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-04,2024-11-06,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000197,E00138,DAY_OFF,Отгул,WORKLOAD,2024-03-29,2024-04-06,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000198,E00139,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-20,2024-11-22,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000199,E00140,DAY_OFF,Отгул,WORKLOAD,2024-08-28,2024-09-04,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000200,E00140,DAY_OFF,Отгул,WORKLOAD,2024-10-21,2024-10-21,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000201,E00141,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-30,2024-10-10,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000202,E00141,VACATION,Ежегодный отпуск,PLANNED,2024-11-26,2024-12-12,17,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000203,E00141,DAY_OFF,Отгул,WORKLOAD,2024-09-18,2024-10-01,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000204,E00142,DAY_OFF,Отгул,WORKLOAD,2024-01-01,2024-01-13,13,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000205,E00143,SICK_LEAVE,Больничный,HEALTH,2024-10-19,2024-10-20,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000206,E00143,DAY_OFF,Отгул,WORKLOAD,2024-07-10,2024-07-14,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000207,E00143,SICK_LEAVE,Больничный,HEALTH,2024-05-23,2024-06-01,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000208,E00144,DAY_OFF,Отгул,WORKLOAD,2024-05-27,2024-06-09,14,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000209,E00145,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-07-22,2024-08-02,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000210,E00145,SICK_LEAVE,Больничный,HEALTH,2024-03-02,2024-03-02,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000211,E00145,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-04-17,2024-04-19,3,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000212,E00146,VACATION,Ежегодный отпуск,PLANNED,2024-04-20,2024-04-30,11,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000213,E00147,VACATION,Ежегодный отпуск,PLANNED,2024-09-06,2024-09-20,15,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000214,E00148,VACATION,Ежегодный отпуск,PLANNED,2024-04-16,2024-04-24,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000215,E00148,SICK_LEAVE,Больничный,HEALTH,2024-08-11,2024-08-13,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000216,E00151,SICK_LEAVE,Больничный,HEALTH,2024-07-04,2024-07-14,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000217,E00151,DAY_OFF,Отгул,WORKLOAD,2024-01-15,2024-01-21,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000218,E00152,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-03-07,2024-03-10,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000219,E00152,DAY_OFF,Отгул,WORKLOAD,2024-03-30,2024-04-12,14,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000220,E00152,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-04-17,2024-04-23,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000221,E00152,DAY_OFF,Отгул,WORKLOAD,2024-03-18,2024-03-30,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000222,E00153,SICK_LEAVE,Больничный,HEALTH,2024-09-16,2024-09-20,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000223,E00153,SICK_LEAVE,Больничный,HEALTH,2024-06-20,2024-06-22,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000224,E00154,SICK_LEAVE,Больничный,HEALTH,2024-09-08,2024-09-12,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000225,E00155,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-05-29,2024-06-09,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000226,E00156,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-13,2024-01-19,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000227,E00158,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-10-21,2024-10-23,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000228,E00159,DAY_OFF,Отгул,WORKLOAD,2024-01-10,2024-01-11,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000229,E00160,DAY_OFF,Отгул,WORKLOAD,2024-08-31,2024-08-31,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000230,E00160,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-04-26,2024-05-05,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000231,E00162,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-08,2024-10-13,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000232,E00162,DAY_OFF,Отгул,WORKLOAD,2024-07-25,2024-07-25,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000233,E00164,DAY_OFF,Отгул,WORKLOAD,2024-10-18,2024-10-28,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000234,E00164,DAY_OFF,Отгул,WORKLOAD,2024-08-20,2024-08-31,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000235,E00164,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-28,2024-09-29,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000236,E00166,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-11-22,2024-11-27,6,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000237,E00167,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-11-04,2024-11-04,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000238,E00169,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-04-07,2024-04-18,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000239,E00171,SICK_LEAVE,Больничный,HEALTH,2024-03-12,2024-03-15,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000240,E00171,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-07-27,2024-08-03,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000241,E00172,VACATION,Ежегодный отпуск,PLANNED,2024-10-11,2024-10-30,20,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000242,E00173,SICK_LEAVE,Больничный,HEALTH,2024-03-06,2024-03-19,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000243,E00174,DAY_OFF,Отгул,WORKLOAD,2024-02-26,2024-02-27,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000244,E00174,VACATION,Ежегодный отпуск,PLANNED,2024-03-03,2024-03-12,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000245,E00175,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-21,2024-10-28,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000246,E00175,DAY_OFF,Отгул,WORKLOAD,2024-06-27,2024-07-02,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000247,E00177,SICK_LEAVE,Больничный,HEALTH,2024-09-27,2024-10-07,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000248,E00177,DAY_OFF,Отгул,WORKLOAD,2024-03-29,2024-04-07,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000249,E00177,DAY_OFF,Отгул,WORKLOAD,2024-09-09,2024-09-22,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000250,E00178,SICK_LEAVE,Больничный,HEALTH,2024-07-22,2024-07-23,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000251,E00179,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-04-28,2024-05-09,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000252,E00180,DAY_OFF,Отгул,WORKLOAD,2024-01-30,2024-02-06,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000253,E00181,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-20,2024-03-03,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000254,E00182,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-16,2024-02-16,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000255,E00183,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-26,2024-10-29,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000256,E00185,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-03-19,2024-03-31,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000257,E00186,VACATION,Ежегодный отпуск,PLANNED,2024-02-19,2024-03-03,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000258,E00188,VACATION,Ежегодный отпуск,PLANNED,2024-09-21,2024-09-30,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000259,E00188,DAY_OFF,Отгул,WORKLOAD,2024-05-20,2024-05-25,6,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000260,E00189,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-02-25,2024-03-08,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000261,E00189,SICK_LEAVE,Больничный,HEALTH,2024-07-10,2024-07-10,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000262,E00189,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-11,2024-02-24,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000263,E00191,SICK_LEAVE,Больничный,HEALTH,2024-02-11,2024-02-13,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000264,E00191,SICK_LEAVE,Больничный,HEALTH,2024-06-11,2024-06-12,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000265,E00191,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-10-12,2024-10-19,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000266,E00192,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-03-22,2024-03-23,2,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000267,E00192,VACATION,Ежегодный отпуск,PLANNED,2024-06-16,2024-06-27,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000268,E00193,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-04,2024-09-14,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000269,E00193,SICK_LEAVE,Больничный,HEALTH,2024-07-17,2024-07-22,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000270,E00193,DAY_OFF,Отгул,WORKLOAD,2024-05-24,2024-05-30,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000271,E00194,SICK_LEAVE,Больничный,HEALTH,2024-06-29,2024-07-08,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000272,E00194,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-04,2024-07-13,10,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000273,E00195,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-27,2024-08-05,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000274,E00195,DAY_OFF,Отгул,WORKLOAD,2024-01-06,2024-01-11,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000275,E00195,VACATION,Ежегодный отпуск,PLANNED,2024-02-26,2024-03-12,16,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000276,E00196,DAY_OFF,Отгул,WORKLOAD,2024-07-07,2024-07-16,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000277,E00198,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-12,2024-02-20,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000278,E00198,SICK_LEAVE,Больничный,HEALTH,2024-08-18,2024-08-27,10,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000279,E00199,DAY_OFF,Отгул,WORKLOAD,2024-03-27,2024-04-08,13,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000280,E00199,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-05-18,2024-05-18,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000281,E00199,DAY_OFF,Отгул,WORKLOAD,2024-05-16,2024-05-16,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000282,E00201,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-02-20,2024-02-22,3,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000283,E00201,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-02,2024-07-15,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000284,E00201,VACATION,Ежегодный отпуск,PLANNED,2024-03-12,2024-03-20,9,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000285,E00203,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-06-10,2024-06-12,3,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000286,E00203,DAY_OFF,Отгул,WORKLOAD,2024-02-05,2024-02-05,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000287,E00203,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-02,2024-01-06,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000288,E00206,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-11,2024-01-17,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000289,E00209,SICK_LEAVE,Больничный,HEALTH,2024-02-26,2024-03-08,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000290,E00209,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-05-20,2024-05-29,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000291,E00209,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-03-24,2024-04-06,14,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000292,E00209,DAY_OFF,Отгул,WORKLOAD,2024-03-05,2024-03-08,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000293,E00211,SICK_LEAVE,Больничный,HEALTH,2024-07-19,2024-07-26,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000294,E00211,VACATION,Ежегодный отпуск,PLANNED,2024-08-09,2024-08-27,19,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000295,E00211,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-10-18,2024-10-24,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000296,E00211,SICK_LEAVE,Больничный,HEALTH,2024-01-08,2024-01-19,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000297,E00213,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-04-20,2024-04-20,1,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000298,E00213,VACATION,Ежегодный отпуск,PLANNED,2024-03-07,2024-03-17,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000299,E00213,SICK_LEAVE,Больничный,HEALTH,2024-05-02,2024-05-05,4,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000300,E00213,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-06-09,2024-06-20,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000301,E00214,DAY_OFF,Отгул,WORKLOAD,2024-09-06,2024-09-12,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000302,E00214,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-06-01,2024-06-11,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000303,E00214,DAY_OFF,Отгул,WORKLOAD,2024-09-03,2024-09-04,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000304,E00215,VACATION,Ежегодный отпуск,PLANNED,2024-09-30,2024-10-07,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000305,E00215,DAY_OFF,Отгул,WORKLOAD,2024-09-15,2024-09-27,13,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000306,E00215,VACATION,Ежегодный отпуск,PLANNED,2024-04-29,2024-05-08,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000307,E00215,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-07-23,2024-07-27,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000308,E00218,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-12-01,2024-12-14,14,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000309,E00219,DAY_OFF,Отгул,WORKLOAD,2024-04-22,2024-05-01,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000310,E00219,VACATION,Ежегодный отпуск,PLANNED,2024-02-03,2024-02-22,20,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000311,E00220,DAY_OFF,Отгул,WORKLOAD,2024-08-26,2024-08-29,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000312,E00221,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-31,2024-02-01,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000313,E00222,DAY_OFF,Отгул,WORKLOAD,2024-10-17,2024-10-25,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000314,E00222,SICK_LEAVE,Больничный,HEALTH,2024-06-14,2024-06-24,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000315,E00222,SICK_LEAVE,Больничный,HEALTH,2024-07-19,2024-07-30,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000316,E00225,DAY_OFF,Отгул,WORKLOAD,2024-07-16,2024-07-25,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000317,E00227,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-02-03,2024-02-08,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000318,E00227,VACATION,Ежегодный отпуск,PLANNED,2024-10-03,2024-10-19,17,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000319,E00228,VACATION,Ежегодный отпуск,PLANNED,2024-04-02,2024-04-15,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000320,E00228,DAY_OFF,Отгул,WORKLOAD,2024-07-21,2024-07-25,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000321,E00228,VACATION,Ежегодный отпуск,PLANNED,2024-01-12,2024-01-28,17,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000322,E00229,VACATION,Ежегодный отпуск,PLANNED,2024-10-15,2024-11-03,20,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000323,E00229,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-07,2024-11-13,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000324,E00229,VACATION,Ежегодный отпуск,PLANNED,2024-04-05,2024-04-11,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000325,E00230,SICK_LEAVE,Больничный,HEALTH,2024-10-21,2024-10-25,5,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000326,E00230,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-02,2024-09-11,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000327,E00232,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-26,2024-03-07,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000328,E00232,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-18,2024-10-26,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000329,E00233,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-14,2024-09-27,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000330,E00233,DAY_OFF,Отгул,WORKLOAD,2024-03-29,2024-04-04,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000331,E00234,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-17,2024-09-20,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
